384,9216.000000,0.000404,0.000346,0.000498,9216.000000,0.000348,0.000229,0.000453,6144.000000,0.000334,0.000297,0.000376
384,9216.000000,0.000392,0.000285,0.000538,9216.000000,0.000328,0.000204,0.000436,6144.000000,0.000322,0.000198,0.000509
384,9216.000000,0.000405,0.000355,0.000509,9216.000000,0.000349,0.000309,0.000472,6144.000000,0.000331,0.000311,0.000392
384,9216.000000,0.000412,0.000368,0.000541,9216.000000,0.000334,0.000319,0.000405,6144.000000,0.000328,0.000303,0.000388
384,9216.000000,0.000370,0.000212,0.000530,9216.000000,0.000252,0.000186,0.000390,6144.000000,0.000025,0.000019,0.000033
384,9216.000000,0.000318,0.000205,0.000571,9216.000000,0.000252,0.000187,0.000422,6144.000000,0.000023,0.000018,0.000042
384,9216.000000,0.000431,0.000355,0.000553,9216.000000,0.000359,0.000308,0.000443,6144.000000,0.000035,0.000029,0.000046
384,9216.000000,0.000383,0.000309,0.000609,9216.000000,0.000341,0.000307,0.000391,6144.000000,0.000313,0.000278,0.000372
384,9216.000000,0.000402,0.000273,0.000521,9216.000000,0.000333,0.000243,0.000402,6144.000000,0.000033,0.000024,0.000044
384,9216.000000,0.000306,0.000226,0.000452,9216.000000,0.000278,0.000214,0.000379,6144.000000,0.000003,0.000002,0.000004
384,9216.000000,0.000420,0.000372,0.000474,9216.000000,0.000355,0.000320,0.000379,6144.000000,0.000001,0.000001,0.000001
384,9216.000000,0.000512,0.000422,0.000842,9216.000000,0.000377,0.000321,0.000458,6144.000000,0.000000,0.000000,0.000000
384,9216.000000,0.000554,0.000487,0.000659,9216.000000,0.000449,0.000390,0.000508,6144.000000,0.000000,0.000000,0.000000
384,9216.000000,0.000415,0.000352,0.000543,9216.000000,0.000346,0.000258,0.000430,6144.000000,0.000361,0.000304,0.000482
384,9216.000000,0.000401,0.000330,0.000568,9216.000000,0.000343,0.000303,0.000429,6144.000000,0.000036,0.000030,0.000049
384,9216.000000,0.000298,0.000223,0.000382,9216.000000,0.000243,0.000202,0.000274,6144.000000,0.000002,0.000002,0.000003
384,9216.000000,0.000430,0.000345,0.000614,9216.000000,0.000344,0.000286,0.000439,6144.000000,0.000001,0.000001,0.000001
384,9216.000000,0.000549,0.000455,0.000819,9216.000000,0.000437,0.000346,0.000601,6144.000000,0.000000,0.000000,0.000000
3840,92160.000000,0.000460,0.000246,0.001243,92160.000000,0.000310,0.000253,0.000458,61440.000000,0.000254,0.000211,0.000343
3840,92160.000000,0.000415,0.000378,0.000482,92160.000000,0.000368,0.000293,0.000520,61440.000000,0.000033,0.000024,0.000043
3840,92160.000000,0.000429,0.000379,0.000485,92160.000000,0.000385,0.000343,0.000490,61440.000000,0.000007,0.000007,0.000007
3840,92160.000000,0.000466,0.000376,0.000677,92160.000000,0.000381,0.000338,0.000451,61440.000000,0.000007,0.000007,0.000008
3840,92160.000000,0.000477,0.000372,0.000648,92160.000000,0.000452,0.000352,0.000630,61440.000000,0.000004,0.000004,0.000005
3840,92160.000000,0.000573,0.000418,0.000736,92160.000000,0.000503,0.000372,0.000676,61440.000000,0.000004,0.000004,0.000004
3840,92160.000000,0.000612,0.000493,0.000719,92160.000000,0.000502,0.000433,0.000600,61440.000000,0.000004,0.000004,0.000004
384,9216.000000,0.000386,0.000230,0.000503,9216.000000,0.000305,0.000194,0.000385,6144.000000,0.000291,0.000192,0.000401
384,9216.000000,0.000403,0.000334,0.000534,9216.000000,0.000356,0.000307,0.000420,6144.000000,0.000346,0.000303,0.000444
384,9216.000000,0.000409,0.000361,0.000572,9216.000000,0.000351,0.000309,0.000429,6144.000000,0.000706,0.000666,0.000862
384,9216.000000,0.000530,0.000478,0.000594,9216.000000,0.000413,0.000367,0.000452,6144.000000,0.004476,0.004407,0.004529
384,9216.000000,0.000652,0.000609,0.000736,9216.000000,0.000771,0.000465,0.002585,6144.000000,0.040631,0.040563,0.040674
384,9216.000000,0.000609,0.000449,0.000737,9216.000000,0.000502,0.000417,0.000588,6144.000000,0.400641,0.400417,0.400699
384,9216.000000,0.000672,0.000496,0.000782,9216.000000,0.000519,0.000418,0.000572,6144.000000,4.000732,4.000667,4.000764
3840,92160.000000,0.000411,0.000346,0.000498,92160.000000,0.000404,0.000354,0.000548,61440.000000,0.000696,0.000635,0.000791
38400,921600.000000,0.000939,0.000873,0.001010,921600.000000,0.000855,0.000813,0.000907,614400.000000,0.004567,0.004300,0.006143
38400,921600.000000,0.000989,0.000890,0.001294,921600.000000,0.000880,0.000810,0.001009,614400.000000,0.004398,0.004339,0.004502
38400,921600.000000,0.000963,0.000898,0.001030,921600.000000,0.000851,0.000802,0.000913,614400.000000,0.004443,0.004343,0.004539
38400,921600.000000,0.001132,0.001040,0.001198,921600.000000,0.000879,0.000822,0.000912,614400.000000,0.040573,0.040519,0.040659
38400,921600.000000,0.001170,0.001040,0.001291,921600.000000,0.000955,0.000913,0.001042,614400.000000,0.400645,0.400577,0.400715
38400,921600.000000,0.001164,0.001031,0.001210,921600.000000,0.000930,0.000866,0.000957,614400.000000,0.400635,0.400576,0.400730
38400,921600.000000,0.001180,0.001104,0.001256,921600.000000,0.000932,0.000913,0.000955,614400.000000,0.400566,0.400509,0.400605
38400,921600.000000,0.001114,0.000991,0.001193,921600.000000,0.000904,0.000838,0.001026,614400.000000,0.040592,0.040498,0.040651
38400,921600.000000,0.001122,0.001008,0.001401,921600.000000,0.000946,0.000881,0.001078,614400.000000,0.400612,0.400425,0.400734
38400,921600.000000,0.000953,0.000837,0.001107,921600.000000,0.000832,0.000788,0.000893,614400.000000,0.004378,0.004313,0.004515
38400,921600.000000,0.001097,0.000946,0.001213,921600.000000,0.000938,0.000902,0.001005,614400.000000,0.040503,0.040435,0.040643
38400,921600.000000,0.000992,0.000927,0.001149,921600.000000,0.000918,0.000869,0.000938,614400.000000,0.040641,0.040588,0.040666
384,9216.000000,0.000419,0.000283,0.000685,9216.000000,0.000331,0.000197,0.000420,6144.000000,0.000318,0.000229,0.000382
384,9216.000000,0.000266,0.000210,0.000435,9216.000000,0.000220,0.000189,0.000259,6144.000000,0.000211,0.000186,0.000233
384,9216.000000,0.000304,0.000213,0.000408,9216.000000,0.000251,0.000191,0.000334,6144.000000,0.000264,0.000196,0.000325
384,9216.000000,0.000332,0.000214,0.000455,9216.000000,0.000285,0.000197,0.000375,6144.000000,0.000624,0.000565,0.000702
384,9216.000000,0.000461,0.000396,0.000542,9216.000000,0.000393,0.000318,0.000428,6144.000000,0.004431,0.004335,0.004538
3840,92160.000000,0.000484,0.000432,0.000604,92160.000000,0.000392,0.000372,0.000411,61440.000000,0.000369,0.000341,0.000414
3840,92160.000000,0.000356,0.000243,0.000548,92160.000000,0.000325,0.000229,0.000403,61440.000000,0.000308,0.000211,0.000375
3840,92160.000000,0.000409,0.000368,0.000479,92160.000000,0.000367,0.000350,0.000409,61440.000000,0.000340,0.000309,0.000388
3840,92160.000000,0.000424,0.000363,0.000512,92160.000000,0.000365,0.000338,0.000393,61440.000000,0.000688,0.000658,0.000711
3840,92160.000000,0.000477,0.000375,0.000688,92160.000000,0.000442,0.000340,0.000618,61440.000000,0.004399,0.004307,0.004639
3840,92160.000000,0.000618,0.000485,0.000771,92160.000000,0.000526,0.000438,0.000659,61440.000000,0.040767,0.040464,0.042423
38400,921600.000000,0.000961,0.000907,0.001149,921600.000000,0.000897,0.000872,0.000998,614400.000000,0.400484,0.400425,0.400659
